"ChIJ9T4Xc7L6XEgR3qYttKMbmtI","*Cistercian College, Roscrea","Cistercian College Roscrea","35","1","4","0","5","1","9","3","0","0","0","0","0","2","0","0","1","0","2","0","0","0","0","0","2","1","0","1","1","1","34","0.97",
"ChIJ9wWO63A6XUgRljM8QXTe8aU","Loreto Convent, Granges Road, Kilkenny","Loreto Secondary School","137","19","11","12","11","8","0","19","2","0","0","0","0","2","0","1","5","3","0","2","1","0","0","0","2","15","2","4","0","1","120","0.88",
"ChIJ9xBVTsGAZ0gRG_u_qhwyeRM","Cross and Passion College, Kilcullen","Cross & Passion College","106","13","2","4","5","9","2","4","1","0","0","0","0","11","3","3","0","1","3","0","13","0","1","0","3","6","0","0","1","1","86","0.81",
"ChIJa-vm8iDEQkgR_g2bazHOg0A","Scoil Na Mbraithre, Barrack Street, Waterford,","Barrack Street","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","15","0","0","0","0","18","0.58",
"ChIJa1VU50VbZ0gRv4HU_SqSXtQ","St Patrick’s Classical School, Moatlands, Navan","St Patricks Classical School","171","13","4","24","1","25","9","0","0","0","0","7","1","13","1","2","0","22","1","1","6","0","0","1","1","2","0","0","1","0","135","0.79",
"ChIJa2KxRP0xQ0gRiX0OQnvawmc","Ard Scoil na mBraithre, Cluain Meala","Ard Scoil na mBraithre","111","2","0","1","10","0","6","17","0","0","0","1","0","0","0","0","18","0","0","0","4","0","0","0","4","28","0","6","0","0","97","0.87",
"ChIJA5cNXTCyYEgRQOkxl6nHAAo","Clochar Naomh Lughaidh, Carraig Mhachaire Rois","Carrickmacross","95","5","3","17","0","13","5","0","0","0","1","0","0","8","0","0","0","14","3","1","0","0","0","4","1","0","0","1","2","0","78","0.82",
"ChIJA5XXN9IOZ0gR7HGnIVFQrI8","*St. Michael’s College, Ailesbury Road","St.Michael’s College","101","51","17","6","1","1","0","0","0","0","0","0","0","30","0","1","0","0","1","3","1","0","0","0","0","0","1","0","0","2","115","1.14",
"ChIJa78k_giAZ0gRQSn9DfJNNs8","Patrician Secondary School, Newbridge","Patrician Secondary School","124","10","4","4","3","13","5","0","0","0","0","1","0","15","4","0","2","0","1","1","14","1","0","0","1","0","0","0","0","0","79","0.64",
"ChIJA8ncOnAJZ0gR2hgfoqgUcXI","St. Tiernan’s Community School, Parkvale, Balally ","St Tiernan's Community School","46","2","0","1","1","5","1","0","0","0","0","1","1","1","3","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","20","0.43",
